num_of_morning_visits,num_of_evening_visits,num_of_afternoon_visits,num_of_visits_in_weekdays,num_of_visits_in_weekends,business_id
6,11,2,10,9,"1zoNdfp6eqGt5__JuHyijg"
1,2,5,4,4,"a9DhbnyS33eDCnXmwIoaxg"
12,15,20,30,17,"CI0gODIKKdqiMnAmTo60KQ"
0,4,1,3,2,"GwGDLjbNf6d71QNOmY1OBQ"
7,6,15,20,8,"pztPhlvnt_18gAg8j6TmvA"
60,42,31,86,47,"8Mb6nc1Qt0cXWue67DJ1aw"
3,0,1,2,2,"H9AifGMBEklVbc8_aqQ91g"
225,952,466,1357,286,"hfUdBRgTTPTR4s4MOqux8Q"
12,7,17,26,10,"fWfsvga65LwQZ6FjdL4TLg"
130,88,170,274,114,"bhQNzaK3CInbJ-YvJYtdDg"
3,0,8,7,4,"5nzkaZ5KVzG7IKnsO8niEQ"
0,7,13,14,6,"Lfjh90yNwBiUIGmVwM4ImA"
8,30,28,37,29,"CP-ru11eEEX8_x3MWOrVkQ"
20,5,23,32,16,"Z8v_4bMwyXpiU7D2eikRjQ"
50,311,244,461,144,"vEEjLaibx9ej2DqL1HpU0A"
17,11,35,46,17,"5AclQ1-GwDWkSvneQ4oyOw"
7,107,55,116,53,"WpvH4B3Sq7ocD9ze_-8FQQ"
22,23,28,54,19,"FYwyx2UmARehZAJ_EENH3g"
248,666,735,1226,423,"73vkDcVCbAA_ztudgETErQ"
4,5,16,20,5,"YCjgt0c0KhXvoAM2ATwLcg"
25,20,44,67,22,"ZcfZ7yCJad5Or0-VXVCrvg"
8,1,7,15,1,"O1IkxkbNscXn60QhdAFlvg"
15,16,14,31,14,"BUsK0_o9_OhlnrwBzaJ_MA"
1,0,4,4,1,"HI7S-f1gJVcGYG38_JY5OQ"
4,14,18,33,3,"TTwSbXCOr60ozQoz48mJew"
24,52,80,124,32,"Hpc1wwhlPrVDp4BtozjcIA"
3,0,9,11,1,"-uZp5Mb0fuc3PsQSRZUPGw"
35,66,45,102,44,"qkVYDmJbpbo-IQUnEaXHQQ"
17,0,20,33,4,"0ssgDa2XFSyexWdzRzQjXw"
0,2,3,3,2,"iLubiQC-OqI2WCg0-xs1rQ"
38,178,36,176,76,"8G5NyxxyDFPyeHVhEhD76Q"
63,34,29,95,31,"CK_UGWewjljh1D1KiIhadQ"
26,9,34,60,9,"KYMpstxDtfbqZRSoFLYmoQ"
3,1,23,21,6,"cbXI3AiBC78_cVeWm0E1Og"
1055,16,498,1001,568,"sBAueq0jUmlIH6vdgyP2aQ"
28,9,14,38,13,"F8ezW6hYgmQYBmXOVjhytQ"
4,5,26,24,11,"pFDJLxonNoA0GHzghY-NgQ"
18,13,9,26,14,"58jZOQCrvocOfrlMekWtLw"
4,0,4,7,1,"4_c2jwtRSCCtSPZGrwqMag"
2,9,3,11,3,"05sceQms8VxOiTKt8gr2gQ"
114,101,106,223,98,"cEcci1uWOXQpBz-SkG9d-w"
16,114,121,194,57,"a3adM4iw2_BfjP1-T0ZQLw"
3,8,10,16,5,"Eu7WSyxeevI2ypqiCvDI0Q"
0,8,18,23,3,"6SKnbcGt0M0r1XWk1pbzsA"
22,391,109,345,177,"E2QqC0cc7zC4DlRfLoXMMA"
6,0,4,5,5,"B0UAGNPffEYg2-cXSTBeRA"
3,4,7,6,8,"z-r1JLayX4lQQyXU429IsA"
2,23,8,27,6,"yHu4EhYfF58kgS8gDUcb-w"
2,1,8,6,5,"J4NY4AsCVPPFn_QzJPgp-g"
0,3,4,5,2,"140cSkaw7ZzMCgjWW6rM7A"
34,215,110,246,113,"vQo_kFaVjVa9H_nhRCz-Dw"
13,15,9,23,14,"uX-sYRsOIzYq4LPeaMbF-g"
130,188,62,249,131,"iPIbM34qhj3Slz1HiWVYVg"
2,0,2,3,1,"9GKEcRTkZ2IslJ1DSkd-Jw"
231,31,99,248,113,"DAha3IRYbGJh0UbvMHJ77w"
7,5,5,14,3,"whaxNVEu1aJ6hpgzs0rzfg"
3,13,14,27,3,"NzM5cXg5Y8VIXdz62loEdQ"
1,5,6,8,4,"JSepC1yIpTD9Y8o-kBJUnA"
261,216,189,483,183,"PQ77u20WFLEMrsqkQW0XRw"
6,13,15,25,9,"a9MrZaaa5JnHPN-m7dd38w"
57,128,105,202,88,"HWIO7mB5TzM23mxi7BFjyQ"
10,67,47,80,44,"sofr9HsaBLDmZmpAYknm-w"
7,13,5,17,8,"g5jQgLcnB338vsGHyyL4WQ"
5,14,36,31,24,"28Wunb7u-rfrEm0x3JOnzg"
21,11,27,25,34,"mL1QW8OiaYVk-k_YMkREiA"
4,3,1,7,1,"sC9yCzzUwOG_oIS6GphoIA"
10,52,47,86,23,"jHLQJg-v7YXiXT11OQSqCg"
40,7,11,45,13,"9A1FQ0JaHb3ILyqTfnqj1w"
1,12,7,15,5,"ianvVTA81I6lilpN1e0Cig"
23,5,3,24,7,"cjYOxsZKTcq47tdR5CF8Hw"
13,36,36,55,30,"H2DbpsEvor9kTf1-8OEwAA"
5,32,26,35,28,"64Nbznn8FYbzQG3tWwpUfw"
15,105,60,139,41,"nGF9IIg9AMqZNNedyfkHKQ"
30,14,58,76,26,"3FYC3FxRGVn_zw1oLer__w"
65,1,66,110,22,"bm2z6N50pEfbmUOXCUhNJA"
2,3,6,9,2,"FSKnfbSeXYyF-uHv1tdWKQ"
133,26,45,135,69,"4Uj1pPL0mudYzTfggrCzRw"
2,6,15,19,4,"mRS2M_onHgTxWmF5dhScrg"
1,21,26,44,4,"fIFe16c58gp6L1UAfLxGZA"
5,9,5,18,1,"05cYHZ5UvLlLyKWWiYuUDQ"
5,11,8,15,9,"Fjcvv0_-Ih6RabYvqLPvDw"
2,3,5,9,1,"1D9WkWnDA0wu4Hfg_54URQ"
2,12,13,22,5,"3jg7ixB6vZi9M_-Qh8Eoiw"
12,12,9,24,9,"Qc_gY2lWD4WFGZG-f33mBA"
2,7,14,21,2,"1BwJyz-iMbo-0wAfDtAjrQ"
5,5,16,16,10,"QTatNITIY_WyimPIFpUKeQ"
14,16,18,32,16,"26ecLqpDHrB3socZGfDuhQ"
4,23,25,37,15,"MPs10VcPRTAQSt5v1fxgig"
10,21,24,39,16,"Muq939TfNZheQx6SI1pe0Q"
4,14,9,19,8,"4Qrl1cGlXQxZZrQXdcj3Zg"
3,12,9,20,4,"KoU5YmwJuJrcgPRn4kiX_A"
6,5,6,11,6,"KeJwlZ3-ZjLT0T7pfo3X9A"
31,27,24,61,21,"f0tdYtM8cDj-JkKiGZ_tJQ"
239,18,30,230,57,"X2lg09ae5ysFtPTyE5x1AQ"
1,3,1,3,2,"Tueo-HJFM2pvvnfcTI1b-A"
4,7,4,12,3,"VcEFecTqX668c6W5isByVw"
3,0,5,5,3,"3xAaoCr_KnaimEXX8ubxhQ"
54,108,213,254,121,"oOrqgxKCNuPwF3mlTBmgZw"
0,0,3,1,2,"SEE_OTm-TBBkN0PKSjP_cw"
31,72,32,107,28,"G946CmZ2NtOeOSftF8tbxg"
77,48,54,128,51,"MoK_SmSo-zZxaWHTIu5iJQ"
5,1,13,18,1,"KDJk-gDGFevohuxGC1ehMQ"
12,3,11,22,4,"Qoiq28RKU8h7Wsh2YsS_Nw"
89,83,196,263,105,"mL4FFbHN6gDgL9SUQalbRQ"
2,1,5,7,1,"y-OtfqObZWdNfWfIBaLBQA"
14,14,23,40,11,"KobQ_cGNEJTlWK1kTfRecg"
2,3,2,4,3,"Si3CDUWhLHiBiZhLAFsqbQ"
18,17,27,46,16,"SScPUGrYxsvKMO5X_Hefxw"
11,1,8,17,3,"eOqGMYfKwzYLsL7n7BOOiw"
190,586,763,1045,494,"l3L25Yg_8E11tsS2D8ml-g"
3,6,3,10,2,"YhbwbvZV-_ZINqBDB3T-SQ"
0,1,3,2,2,"x4SzYQycvt40h_GJ87l_cg"
23,0,7,27,3,"On-PfXfAKjqHOgKgrsNA4Q"
23,24,29,56,20,"y703kSLbAhh32xlzZZc0NA"
36,223,174,291,142,"JtvwIwSl6rXVKacqP8avyw"
40,40,54,101,33,"1F_l79HqxA51oeKwdgGtAQ"
11,7,12,29,1,"T0Lqi4enaUDMhyY8_p_2nA"
2,0,8,8,2,"sxA4uk-dyRB0p3osperSvw"
10,15,44,58,11,"yWLP5j7DTRFP0XS4S5zAow"
4,0,9,10,3,"aOEUk3p59fpIT7m1Kdyrcg"
27,6,8,27,14,"xELyXSnsiahLGQMC9ieoGQ"
2,2,7,8,3,"pRfcGWs5OSUKPiccwZ2wrQ"
25,66,121,125,87,"irHz00PhbWZ5IIe7fh4F0g"
5,12,20,33,4,"sTWPsi7IRynfv1DCUeEbEA"
40,132,164,255,81,"gEwIdQb30UzedOdaxVNUaQ"
22,17,22,43,18,"nnyGyYJ9t8202bN8VhPoCg"
5,4,7,14,2,"8hN0D364XptuWezvOYHtAA"
24,59,48,92,39,"Qnpa4UlctVllcF8HzUm_jA"
5,0,2,7,0,"CJchYA4ITver78ENqrqleg"
34,42,53,100,29,"mvwxGGtJeC7xrBUH9Rwakg"
20,14,36,52,18,"FZd83tY5XmgN6YavXFjl_g"
44,13,55,90,22,"2zXmeTQDZqdhgaJ7nnUd8A"
1088,617,420,1513,612,"yXMvhCmUADlaHabo-DiUYw"
4,1,2,7,0,"4c_TKqGJ527OaWhBRhUCCg"
40,44,47,84,47,"mqF1otI_dKs6lbydnfoI9Q"
8,4,4,8,8,"rgRZoUewUZA6Zm3XXlmjxQ"
5,2,3,7,3,"q9DtxSs4TMWoBNFtjBijRA"
7,9,25,30,11,"35YgKLvRjU1z_Ya5hFgqug"
12,3,7,18,4,"P7iE0nP45cpXmd-YamG4hw"
27,4,46,60,17,"Rosgs9ZSJIUpSFh7-yhQNQ"
20,23,52,66,29,"JfMWD7eZHg1IfBVGZdPamw"
0,50,6,49,7,"YVmP0J7WjYKvbhAknWIUaw"
11,10,13,29,5,"ed43efbEeziN64Hk0KNmJA"
5,0,11,15,1,"wlG51_GSKE3O8eCJF8jeSw"
138,81,41,100,160,"qJX_Eztb7LlIaH2u8wSHDg"
6,4,5,13,2,"L-lwxuU_NmMCjNIHgY39OQ"
5,3,40,43,5,"-bah3E0_FhBxqS91CzTR1g"
19,11,17,34,13,"Ye-6aEfRtlwc8jb6BMEOBA"
1,8,16,14,11,"xXPf6scUPzkoQ4uBvqzy_w"
90,21,88,159,40,"e4CSh0SfKoqlIiFlAFD5Qw"
6,0,4,8,2,"J-eUjXNQOL1IFFxacYOyoQ"
32,3,28,54,9,"W4BoaArUlx-QuI7MS1Mocw"
9,12,9,23,7,"rOleL2-x2ZstYN9RLvTVRA"
23,10,79,87,25,"4ZePHxlXsqkumwNUrFxVZQ"
2,11,16,20,9,"C3WAtjq006LVC-EHCt-fRA"
1,5,5,9,2,"oEnijXit4WVAQz7kFiPt4Q"
36,506,189,523,208,"EjfF-4aI0rhtAHwXFRsVrQ"
5,5,5,12,3,"NK2xS_LxVOe4x_XDFrvp3w"
20,2,7,22,7,"BYF8SFaljpGjTk3rFdpIxw"
0,29,8,29,8,"EASz0zXqouy7_SNJJOFeDA"
1,13,4,13,5,"q5OtHFtS_avUM1PmAZezmw"
4,1,6,8,3,"rwCrHVHzjHTbKhhXBQf1Lw"
3,1,3,4,3,"Klu322iyph4xGX6S5b0f2g"
2,4,3,9,0,"elX-VI8R1B3bt3hEgIJfOQ"
99,29,52,146,34,"pg20esVxnKH6t8-qivj9ww"
8,3,4,11,4,"ABED8k4aIdmpePfU-032Iw"
2,11,7,17,3,"cWc5xLQ6s0-njDFn527uCA"
46,28,23,70,27,"I6QoZTNskWSSIN9wGDm0GA"
1,1,2,3,1,"CpfbeAY0a9wsmGrmHT2MIg"
260,266,272,491,307,"SnUxHYQK7pP72IlO-T9Skg"
371,518,853,1145,597,"rQLs75o68l9xfGOrAJq0Yw"
6,8,13,19,8,"XpfTLKif7JeDOoGMNq2gZg"
1,0,3,3,1,"NHIjXMA3VyF7ARVVW7hepA"
75,439,314,575,253,"Cl6KfeDfh9FfWYV5cbz-zw"
53,8,34,63,32,"ZD0LEDvfeWgzWirv0kBmxA"
32,38,30,79,21,"jWiGtY7hTqBjbzN3yyRXbw"
88,27,31,94,52,"GWXU5xROhcnMIUaUFEtubA"
28,59,154,163,78,"QdHebEly47rw2nrfbUCMMA"
6,120,22,122,26,"yaE8ua9Ii5ZLQnjig9xwQA"
21,13,18,31,21,"xuITVCoB3gj4S8jHvTvvsA"
13,7,7,20,7,"Eb2nyF0bZcZwHJDIKPLwWg"
12,7,24,37,6,"5wmC9F7jJBA7bdcalD3RBQ"
5,16,32,25,28,"NxA9bmbZkY46NDgQu1Gzzw"
4,0,7,11,0,"9-a0Aiuqg4Fc6S9d3rU2qA"
6,1,3,6,4,"sO0zBOo34ixzjSGjjNoaKQ"
26,29,59,78,36,"YxYA0n_7OiFMnDsgAOHwLA"
33,300,117,331,119,"Crd82TFkF-cF5WF_qKuJ4A"
12,6,29,40,7,"9sakutECQQuqi6C-ImjRQw"
91,154,114,279,80,"quTfQqyiBnXL5ewvzDKueQ"
7,5,15,20,7,"fYb9YNw_EVET2xpv2sMDrg"
2,21,7,19,11,"QOWcZPFc0RhErUcNGxT-3w"
12,17,40,44,25,"MYhkH1zjXz4Nyw6VWYXXOg"
42,100,104,176,70,"WvcDPv5Kk2xAKhmUoFx7TA"
51,125,150,227,99,"Ve8kEYbQ2n3nnBd7E6dYbg"
2,21,12,26,9,"9SvaRi3fLWcFTlFHGB_3iQ"
18,52,73,100,43,"eXcyErR3iOagcYM1ei9Z0w"
2,4,11,14,3,"kf-my3P3WnK9ynHF8eoj3Q"
11,11,17,27,12,"VHN2wkXx3mrj968RiPqdtA"
6,44,19,47,22,"-LL8qFtRQv3JY-48gs1xlw"
2,1,7,9,1,"YCcHlq-9yKlmvInv1-sAkA"
315,143,336,592,202,"MWlBLWYdPmrA2oUWmKRwJw"
8,0,9,11,6,"RB03-j9Ls_PI8FpQtUPg5w"
3,1,13,12,5,"u9JcU8wJ1R-8ZO7Vdxqhhg"
0,3,1,3,1,"RrgDqG60KLgLwH61NAFiFw"
5,13,6,18,6,"RAvm2AfH8YNp6JWV4Z1yAw"
15,24,9,34,14,"kanG2m0-JKYWnWHpnKK3Kw"
0,5,1,3,3,"uEkT2KvDgQ2Rec3HTqwI6A"
4,10,12,21,5,"z0rAS1Epu8VtVunP_QxbmQ"
38,7,105,119,31,"VrOvy_k0uZoYcXQukEUMBA"
9,3,5,14,3,"wPriPtODfiaTatTIKkOSqw"
7,8,10,16,9,"RI6l8rpyzLeKowiiqzPsXA"
14,15,18,38,9,"W3bJN2gbM-BcyNtfNxD_JA"
10,13,20,33,10,"naDTO22ssRv4WycLVNeaWw"
6,10,25,29,12,"YQVJnHhbgmr2vQEnmzc5Kg"
14,1,15,21,9,"R62CZx7JsbE12B_OsKYELg"
14,6,7,18,9,"lo65Zfgn4lQZbbGJWdh1_A"
9,122,4,75,60,"NDAu_IhHaSs8AfYgfwcK3Q"
2,10,2,9,5,"e-5Vy_iwz8fH5EfKkiuWgg"
111,88,90,188,101,"bOvxdXGgqaJSzaOoh-VZLQ"
3,7,19,20,9,"f0tOFuME82kHaLlxKY3tHg"
1,3,2,4,2,"3Mxm-x-OeX0zTyPLkMtmXA"
114,59,114,196,91,"TZfFh5m_AKcwYtfwSJbs6Q"
329,1710,878,2020,897,"Xid3zRo37or7flf6h48lfA"
4,8,12,21,3,"jJbVhVPtY1BNtnIxmo8QxA"
2,0,3,4,1,"SNewTtlk2qAIfGS6Bb5aww"
8,13,12,25,8,"TDmqRm0evHq6eJjjClT5ag"
27,12,60,94,5,"UGLgXwW6iIU5y2FEmDBgRA"
4,10,1,8,7,"v9d9yZtSCSZv0GSZ5ywJlQ"
0,0,5,5,0,"DABxui_rS4VgOr9k_CWMJQ"
0,0,0,0,0,"UsDKxq58rbZT2e5ls3k-LQ"
8,3,8,13,6,"jC6I0RbUl_yTf4XFQ6ttuA"
53,2,32,81,6,"ZHFQZ3M8H_xE0IfD6VNBVg"
17,0,9,19,7,"jMFkzDmboaR7JicGQbV3Vg"
3,1,6,4,6,"BctnUdK75kOwCDOOlDnA_w"
100,36,28,126,38,"DTrU6WJBnM2CEqz4FqJzMw"
13,2,16,30,1,"M1GrEBj-wwgyCWdSQtJYPg"
18,27,57,70,32,"jbkucnIwLV6GBBI1no8R4w"
1,3,1,3,2,"0ZREqm3a5VTZVtmSuPeOZQ"
9,12,20,37,4,"qAKB5bym8VEfTixFX05SDg"
66,67,24,84,73,"gjF8rU6JHm71Nxab9rZiUw"
42,19,62,86,37,"wQe0Cuf4Y4_fk6rki7E1UA"
5,9,16,23,7,"gmzZwX75Mrl64OhkSAS3xg"
2,1,0,3,0,"JkrrXXTiI3YMg2QDXsiWtw"
11,0,6,16,1,"DslWaKIVpXYSfq16QAwx_Q"
0,2,3,5,0,"Cm79oFeOQuzYxvCJ1g_Nxw"
0,7,1,4,4,"DTaaI8_d5bcFBWbiisls4w"
8,19,35,43,19,"LL8UvPxYQL53QBwEX8_5cw"
5,9,26,28,12,"RjezrrbIOfkxz7-AHrh7iQ"
2,5,5,11,1,"kZ7iDjUCfOuOAdQ4qu90nQ"
20,5,16,33,8,"DmiNLRML9Z2UORkO2PEaew"
2,8,13,21,2,"Yn1sy_uQdoxki5VOlQFXWw"
2,5,5,8,4,"9ldJxXqnRC_Zek_Bmka8dQ"
16,25,49,67,23,"aB2w4XFUi2Djp4t-XDLBOQ"
3,0,2,5,0,"fue1nMtFUkYMUPIl7K_Cfw"
6,6,1,7,6,"T5-YDQeFMdIQNGVx5EjYYA"
2,1,3,6,0,"C-HQOEoc1V2hPRvwN4sNUg"
0,1,2,1,2,"zMF2awzHDj3Q7CeH_Xojww"
37,70,67,104,70,"ygEMmY98neseRpHa4F5ELg"
30,135,177,241,101,"3eD46byrm9HE01MCTdrA2A"
68,27,135,149,81,"7mCfOift6h53OF0kQlUXUg"
49,1,45,84,11,"OvU0vkna2TP9HWB_QrT-ag"
14,3,17,32,2,"0UA8iB_kTFjkxn8qQyWAeQ"
2,11,14,15,12,"axB92D8K6Ugq9NcSF-TNUg"
12,0,14,23,3,"qk6FatTtiabW55SHCOiBrg"
127,89,126,242,100,"Fk1ibRUPn67NHkxtVZUQ3Q"
1,4,16,19,2,"aCdQbuvjUwmbB3AFWxN1tw"
16,6,15,28,9,"N1CTR15S6_DpRKadRWxF6A"
49,23,19,67,24,"9vVvx-zYq4mGp3eG-ahBPA"
28,80,125,171,62,"uA3XsQqogLsjP7clEdt00w"
10,6,17,24,9,"rlvwu2bdqcLNklAgEoAg6A"
29,265,104,294,104,"_ofwotmGktU48S2RP1kvQA"
2,0,10,10,2,"QyPwvHFfYgPIPjp4s0WQGQ"
3,9,8,17,3,"YUJ0ei5QIesMDJDGelbh-w"
1,4,7,8,4,"jeLsCAGadupSoIZaAR23QA"
7,1,7,9,6,"PP3evoDdthVhBNdqZPMmwA"
4,2,6,8,4,"KaQNowYlRCvBJhSlskiugQ"
13,0,4,14,3,"0FE_I1Mnq3uvtCbxMrMwYA"
27,182,155,262,102,"3gxFy26l-1_s30Itk0OAYA"
9,2,25,27,9,"9IolmLD-egMxzHwkg-hdAw"
2,9,17,20,8,"_cUJJ0assE9KQN8flcEb6w"
4,1,1,5,1,"8DoZgcBIMpOy9Dwfm4iZgA"
59,45,38,113,29,"t1KqIrAt5KHS2Mz0mt3oQQ"
1,2,0,3,0,"q5qh2YMvKxU5oNs0weLYBA"
3,5,15,18,5,"j8qfeGV3sM_YB42ipjC4Dg"
4,6,13,8,15,"NkKOaH1tjqUhZXvBIfjoaA"
6,14,16,27,9,"dQlvrZUS-BOxs9KperQbCg"
0,7,1,6,2,"LuRD_O-qFm4nDXlVXkI2Jg"
95,27,10,93,39,"nHQ11YXvzL8awYoF-uD16A"
1,0,4,2,3,"B7orvKMAe5msVTqpSgMhKg"
234,545,211,703,287,"lzl3cfgVEGMtezF8oRqXDA"
8,1,9,16,2,"2EFaw3THq2RuebNe9Sh0Kw"
50,40,23,75,38,"6pqbYOoEND5AXMPIyf5Jww"
4,4,2,6,4,"hzkF1vPoZuaKR8ysgJFqoQ"
6,11,20,27,10,"pc02tYmojHP6CpGgdnCU1w"
45,125,187,269,88,"VZvascneA5T6IpHH0HWm7w"
9,1,7,14,3,"GKPhm0G1PYqLUtOaUhX8dw"
33,430,212,498,177,"93hEDkF4CU3z-og0f4hLRQ"
1,6,5,8,4,"Tq1e5M0-PU_0al--da1rZw"
46,93,116,175,80,"DLvFW0lFhGJ-k0oiIAJGXQ"
2,3,2,5,2,"t6oE6e8eIBCTlQ6jXOPDDg"
52,28,70,112,38,"uMws4-0JWifXKpKI8O-N_A"
42,16,59,85,32,"2fcd7r0AuyWIB7NQOWPtTA"
98,1261,457,1296,520,"LLDGTT7FExklkQvHebEjRg"
8,1,7,13,3,"roWEimXg3s32orRQGLBUrQ"
1,1,1,3,0,"LUhVfCMmLaiKKGvXTVc20A"
670,118,271,779,280,"pT9ywbF_an3wUxI-dGIzXA"
31,1,31,54,9,"Tm4i61_FcxVAVoQjZb_6fQ"
11,91,61,110,53,"Xa8Umq_plJIURPxM-Lkxmw"
5,2,12,14,5,"a6TFoKHY4kLbe9PJJR46Xw"
9,23,21,36,17,"nx_mbmlL1GRHmzQ0wYdIxg"
9,22,32,52,11,"dLqRa4P-ejeHxPHxZ2Naqg"
248,1047,20,968,347,"Pz7SWZQhxL6ZbhL9jE2NTA"
4,87,32,91,32,"vAmEaIWMCPrA0JUx3ZCEyQ"
6,2,7,15,0,"pdaRlJmsrQg4msUJXRkMkQ"
5,34,18,41,16,"VtgBj2eu31O5aU3fJI6CHw"
9,1,9,16,3,"Che7Mg4ynqE8BoC0z7ildA"
4,6,9,13,6,"nuNIxATuqg7TeFL9VgQ_eg"
10,0,1,10,1,"bMmZ6GRb2AVhvjn8Ttejzg"
1,6,4,11,0,"L5tk-7c67wZMt994qSLJ6Q"
13,26,40,49,30,"yghonKu_3q4Iu08HbNsyOQ"
10,21,44,56,19,"V6T1QF7cv00sCFJqE9uvuA"
100,214,563,677,200,"cmf4fKU9D6XIvciQj7RjoQ"
72,48,78,151,47,"T03C1vgkD1lQXeZyBb6VVg"
2,1,9,11,1,"HCNW2bLAugXGqBaz3PdX9A"
16,4,10,22,8,"8Im7lMgIWibDBnh-2E8c2w"
5,1,9,13,2,"ho_7Lssnaflf8gVnbnYWwQ"
38,38,82,126,32,"teci-oq8McGFE-msTp7mWA"
5,9,5,17,2,"_aqNCt2RzYu8Qkj0z6A9cw"
3,1,8,8,4,"IVtoPY8RerhNQVkbNVTi-A"
9,16,24,32,17,"lVt4VNFu7hDc3SNxusfjIw"
14,9,10,19,14,"qyZem1ZjjLKhynVMeeGUtw"
216,248,291,499,256,"498NL-xZfuGa_7D9obfJ_w"
7,3,2,10,2,"Bkuqm7EbZvRjwvsFjGG5Gg"
2,1,3,6,0,"NBM3bj0QdJW7q28UqteX9w"
10,7,43,38,22,"w8MXIBzby1nWibW4yWdxVA"
27,46,16,73,16,"leewd6-3ZCVAPr-RVtcVKA"
3,30,9,41,1,"RPpz5ODJc1_75rfcClj1lA"
0,5,8,10,3,"MbyTbzWQU7BFpu7enXwUCQ"
7,36,41,56,28,"zIurGzYhoKsmSxFgilVnig"
101,56,145,232,70,"EQ48KlpEvk61thLW62pxHQ"
42,23,28,65,28,"q8IoqmQJnzjtDzUh7bOnHg"
19,26,10,45,10,"zFbQ-8AvAIM1tQoqIh_sew"
25,7,46,63,15,"QW0_VPUem5Sr2EBA03H2SQ"
0,3,3,5,1,"iB-8GMgS4OHqbdhbAEbVig"
6,5,14,17,8,"7UhRaMD7wogIkEGiRfAhEA"
3,10,26,30,9,"Yg8MUhgNMKlad3Pm_4Oxow"
1,2,12,13,2,"KdYgIOF-SSZF9Y-KGY8jUg"
4,13,24,25,16,"ZgDjapQeDCYhWTh9rxROVg"
151,103,104,222,136,"nwM6Q9WQiDYV8mZ3BYfbfQ"
221,32,229,314,168,"KEc3uvSXB0sxIVsGBLuu5g"
2,0,4,6,0,"dxSm_PS0Dty-BT3LbDssAw"
13,14,26,47,6,"K4IswM5HI4yVYTkyhUbClg"
77,106,18,155,46,"dfb_VmNKMJ8QjVi48y5vcQ"
61,65,82,163,45,"-cVKo1S1B2jAs2Bgy2Lw_Q"
33,79,116,162,66,"R3FLaYuHfSXnwA3s_PXw6Q"
4,0,1,3,2,"5punNoqxVxnlGXRSTeQHCg"
84,221,327,452,180,"_ZhGTeKXh1krFcyLqqKhsA"
21,15,23,46,13,"Iube_qb30CQ7iRBefxFs4g"
6,2,18,22,4,"YDdKrsv8nS6bY5DqcHLvNA"
54,8,24,68,18,"_gPmBXNTJqI5tGhe7G_BKg"
21,19,33,44,29,"PwpfzdITG3-D5G1LBCwHsg"
1,3,5,5,4,"s_ll7RJCUZLqWNXehQ5Dww"
2,1,0,2,1,"QMiTfrCmA6S1tSBXlloSuQ"
26,14,12,39,13,"i1hL7fbsY29HDwVypx8JCg"
114,380,462,705,251,"4Tj0eE8t5-XD_X0Zn_eoRA"
49,14,13,52,24,"_rv6-4ryEg5V18cs6DNUug"
5,2,1,7,1,"WstHaOEFfovHSKESJoXeHQ"
93,120,63,205,71,"SNCgQMF6fkh2q1Is92X8wg"
17,6,25,35,13,"Non6PuG6RfvRKrDdODx_3Q"
13,4,7,17,7,"1Vv_n5YzOZQgIcnrVHlw-w"
2,0,4,5,1,"-pAx9xVYiJR7fUdKoQPp9g"
6,4,7,13,4,"WCNVemLD-qOYEAAGFLN_gQ"
257,13,62,258,74,"x9eDtwn1en3hTtLG-npALA"
5,0,5,9,1,"zjVlxn_6cVyAqjdSeQlUJQ"
13,20,12,29,16,"BzBOUYN8XmhPJgOmMYg-hQ"
101,95,24,162,58,"yfzr4CJpDnbMYq91ADc9dQ"
0,3,4,5,2,"hB_grpgp21-wJ9RasPaAvg"
49,52,66,130,37,"gGU5T3F76v8IXe1PmKtavg"
0,1,2,2,1,"BhreDD-ye_2RWz0DhKn3cg"
2,5,4,5,6,"k5gU6HkhRBNaH3FxG8m1Ig"
6,3,18,24,3,"aqvLB3Q2GjyaFZYMZupNJg"
11,0,8,15,4,"M52rxqEi8yuEbGI6MMMKkQ"
11,3,24,33,5,"j3Rbf3t2-vetvJD2eAInvw"
2,6,9,11,6,"-82nEX0RZoD16Bk-VdYDXw"
9,12,48,49,20,"oVGxo0gibfM45tj3BX_bgA"
26,31,21,55,23,"FfgsQ6Ohp9QTYHuW75GEhQ"
11,2,22,28,7,"H4HeptAmbbLsczw7TqVxrQ"
1,2,2,3,2,"m75P-f8z-tIN-_g311811Q"
117,278,92,319,168,"0jidz95lm_uJomdgCGo2Hg"
55,25,31,71,40,"mrkySnXq8JXeSemVXV1GSg"
10,5,18,26,7,"SGhRG1JZHXo0YHfourWhIg"
133,178,93,289,115,"d-S7YIbeKqUAuspIoOedmQ"
3,7,19,23,6,"-8s2NtyZRbdaHWB95gc_7Q"
35,45,110,142,48,"10GBdcrKBSL1QFnkXWjfjQ"
27,15,16,36,22,"qF5NS5UlVvhwNQkSqVV0gQ"
6,44,37,58,29,"MtHebhODUljM-_3n-DMk4g"
34,20,37,68,23,"LvhE1A5fhtEgR9mtd7IPMg"
4,1,6,10,1,"PD1VCRQrKj4mAk9Ds9Bu0A"
17,56,74,104,43,"0D-b8L0yFcNEi9k5mkoXiw"
152,54,126,242,90,"PfzhSgvJ4z1gLMPhiEO3Cw"
6,6,9,18,3,"EgS9eq91Ag9yykIhMBarYw"
6,1,4,7,4,"eqKqezaR6XgMHTu2Oy-lpA"
20,14,21,39,16,"5lfBfk8OSiqUkxfufYTahA"
14,12,17,34,9,"nyFzIuJQdyG9sBLx5lC00w"
